,Artiste,Titre,Catégorie,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
574, Mario,Music For Love,rnb,4ACY91spXtmtR8do8iEztJ,0.708,0.426,0,-5.847,1,0.0446,0.117,0.0,0.201,0.472,123.316,229600,4
575, Mario,Let Me Love You,rnb,7GaFYUqP2WdR4KTPk7cXoP,0.686,0.588,7,-8.343,0,0.0554,0.178,0.0,0.0954,0.617,94.519,249120,4
579, Lloyd,Year Of The Lover,rnb,5HhIm4Ygu2R5kZpSlu2YLf,0.568,0.494,7,-8.724,0,0.0371,0.188,0.0,0.0864,0.198,119.855,246760,4
580, Lloyd Lil Wayne,You,rnb,6Ap8lYgDbcDOPr9TAXfcnm,0.412,0.876,5,-6.008,0,0.47,0.102,0.0,0.297,0.703,130.159,273133,5
581, Lloyd,Get It Shawty - Main,rnb,68QgZ20yKM6wgX9UpFbSbL,0.822,0.905,5,-4.032,0,0.241,0.123,0.0,0.0496,0.674,128.014,209533,4
582, Lloyd,StreetLove,rnb,0a5UQ8wvhrQiQ00Xwqu74g,0.442,0.618,9,-7.487,0,0.127,0.0969,1.35e-06,0.0804,0.453,114.215,295440,4
583, Lloyd Ashanti,Southside,rnb,0Ny5LbZnVS0IZKAdhbnhEx,0.687,0.404,9,-9.481,0,0.0812,0.377,0.0,0.0813,0.448,75.009,277840,3
584, Keyshia Cole Missy Elliott Lil' Kim,Let It Go,rnb,538hPQNtP190KcS3ZnWY5M,0.808,0.721,1,-5.165,1,0.213,0.197,0.0,0.205,0.773,94.955,238360,4
585, Akon,Locked Up,rnb,00BHe2yBtdOzhKPmI7rpTE,0.818,0.579,7,-4.475,1,0.101,0.023,0.0,0.107,0.354,89.987,235067,4
586, Akon,Lonely,rnb,1IpYDWB31L1CxDQZztadSi,0.629,0.532,5,-7.88,0,0.0352,0.331,0.0,0.238,0.619,90.098,235800,4
590, Keri Hilson Lil Wayne,Turnin Me On - Original Clean,rnb,5FmozEXMXttaTyrjtxuLoS,0.675,0.602,1,-4.688,1,0.0596,0.0034,1.28e-05,0.199,0.092,159.994,247800,4
591, Keri Hilson Kanye West Ne-Yo,Knock You Down,rnb,0JmGVy7IzUM27My3UuEOOZ,0.588,0.877,8,-4.78,1,0.16,0.00952,0.0,0.171,0.645,155.165,326187,4
592, Chris Brown T-Pain,Kiss Kiss (feat. T-Pain),rnb,2Bdgi5FJNMWc3Zcc7HF3bO,0.729,0.658,10,-3.386,0,0.225,0.0506,0.0,0.0693,0.551,140.043,250667,3
593, Chris Brown,With You,rnb,6eYp4LduvAxGjOqugvAGJW,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120,4
594, Chris Brown,Wall To Wall,rnb,6Eq9Q6FeELnqy0HO41acu6,0.596,0.54,7,-6.723,0,0.11,0.00398,0.0,0.127,0.579,188.003,223187,4
595, Chris Brown Keri Hilson,Superhuman (feat. Keri Hilson),rnb,6Y2CpEwl6ehfiCqoouCR6A,0.491,0.619,8,-6.358,1,0.0553,0.128,0.0,0.161,0.323,144.223,218160,4
596, Chris Brown,You,rnb,4IGzSgqAQuPK1QD2mrhNvu,0.681,0.492,8,-7.36,0,0.0905,0.00349,0.0,0.0569,0.522,142.875,202240,4
597, Chris Brown,I Wanna Be,rnb,5arpekqMiCjX1HvLdvfHBO,0.717,0.562,11,-7.03,0,0.0537,0.302,0.0,0.0919,0.652,121.967,226173,4
598, Chris Brown Juelz Santana,Run It!,rnb,6I5d5JKpEQbyHMS77gajah,0.848,0.481,1,-6.699,0,0.144,0.0235,0.0,0.389,0.218,101.009,229867,4
599, Chris Brown,Yo (Excuse Me Miss),rnb,0odye32l6wHUg9fEnBDnhV,0.595,0.622,1,-5.926,0,0.248,0.132,0.0,0.221,0.618,85.734,229040,4
600, Chris Brown,Ya Man Ain't Me,rnb,0iuQqmXqS5qdQfgP24VrpU,0.809,0.567,10,-5.968,1,0.0374,0.00288,0.0,0.342,0.724,124.098,214800,4
601, Chris Brown,Ain't No Way (You Won't Love Me),rnb,3eaOnwsmZvA3t4Mxwo2PPH,0.701,0.582,11,-7.613,0,0.046,0.0563,0.0,0.14,0.534,93.044,203800,4
602, Chris Brown,Say Goodbye,rnb,4wznbQ7w3HA4lfPvJHy8Cl,0.793,0.496,1,-6.052,1,0.0383,0.00161,0.0,0.079,0.41,115.084,289760,4
603, Omarion,O,rnb,6SdQ0ZTmUFOm0H66l91sXk,0.741,0.519,0,-6.249,1,0.0466,0.0868,0.0,0.222,0.564,120.054,280333,4
604, J. Holiday,It's Yours,rnb,6emNre2j2rvBnCnwSyDboG,0.642,0.762,8,-4.468,1,0.0995,0.049,0.0,0.359,0.206,119.866,246240,4
605, J. Holiday,Fall,rnb,1Xi7eqfDB3Mhakedf1xne9,0.752,0.504,5,-7.013,0,0.0318,0.0584,0.0,0.0845,0.452,90.897,211027,4
606, J. Holiday,Bed,rnb,6vW70gK8NIGe8rxk5SXMmp,0.684,0.606,5,-7.268,0,0.0504,0.17,0.0,0.058,0.723,127.901,275107,4
607, Pretty Ricky,On the Hotline,rnb,3bsoEOP4NHEoeVbAAYdbaU,0.687,0.871,6,-5.469,1,0.171,0.0133,0.0,0.122,0.629,92.998,242587,4
608, Pretty Ricky,Your Body,rnb,5y4TDQdYzlT4eoQIPOgNDz,0.838,0.594,4,-5.695,0,0.113,0.176,0.0,0.0867,0.507,90.038,240040,4
609, Pretty Ricky,Grind With Me,rnb,3B7i9OKRRmIsSBHEbJz58Y,0.7,0.538,1,-5.952,1,0.045,0.000204,0.0,0.105,0.189,136.518,237733,4
610, Craig David,Fill Me In,rnb,7pxudg8pAyUxh9wm87qBxR,0.686,0.742,8,-6.981,1,0.0389,0.418,0.00728,0.0871,0.858,132.495,231493,4
611, Craig David,7 Days,rnb,10NXL88VOODNHVEtBHUN7d,0.622,0.823,4,-7.545,0,0.0512,0.216,0.0,0.0966,0.862,166.019,235213,4
612, Craig David,Walking Away,rnb,4XqyVh3P9lGVrWJIMkx2qA,0.603,0.773,9,-6.324,0,0.0358,0.155,0.0,0.123,0.811,86.407,202813,4
613, Bow Wow Chris Brown Johnta Austin,Shortie Like Mine (feat. Chris Brown & Johntá Austin),rnb,6oUGAx0vkBcnGzYkvw0ZsA,0.758,0.642,7,-8.128,0,0.221,0.0745,0.0,0.191,0.701,142.078,268067,4
614, Bow Wow T-Pain Johnta Austin,Outta My System (feat. T-Pain & Johntá Austin),rnb,3LGeYNY9aWQuBJovOOowqm,0.772,0.59,6,-6.957,1,0.183,0.0917,0.0,0.101,0.743,83.998,238267,4
615, Trey Songz,Love Faces,rnb,5rX60GiR64Epgri9Ubjzg9,0.654,0.599,11,-6.699,1,0.0563,0.0599,0.0,0.161,0.333,119.778,243800,4
616, Trey Songz,Can't Be Friends,rnb,0H6fDB7YaMZe1rXCmATx9l,0.451,0.588,11,-7.973,0,0.2,0.0643,0.0,0.171,0.332,171.849,220373,4
617, Trey Songz,Neighbors Know My Name,rnb,5ol0jvC2yFKm3E1GcIgU2n,0.663,0.693,7,-5.776,0,0.0635,0.0379,0.0,0.162,0.391,120.026,186307,4
618, Mario,How Do I Breathe,rnb,3XsvretpCGKQbO8c5EhcIk,0.684,0.458,5,-8.25,1,0.0303,0.209,0.0,0.273,0.502,97.96,216893,4
619, Usher Lil Jon Ludacris,Yeah! (feat. Lil Jon & Ludacris),rnb,5rb9QrpfcKFHM1EUbSIurX,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,250373,4
620, Shaggy Rik Rok,It Wasn't Me,rnb,7qnVizJOlFr3ggbwm3CQK8,0.852,0.618,0,-4.753,1,0.0696,0.0499,0.0,0.331,0.675,94.773,227600,4
621, Rihanna Ne-Yo,Hate That I Love You,rnb,4789yoeBIsBi6et3z0fyly,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,218947,4
622, Fljúga,Condemned,rnb,7GDOZ3UrVXDnpqV6Jxjb8h,0.604,0.649,2,-7.853,0,0.0343,0.0572,0.01,0.183,0.259,143.94,221441,4
623, Beyoncé,Irreplaceable,rnb,1G7DcLzPnopdZjLkev0K4e,0.576,0.697,10,-4.192,1,0.326,0.0286,1.15e-06,0.167,0.501,175.906,227667,4
624, Young Money Lloyd,BedRock,rnb,1iiEQ7XN33cFEwAJm7w1Yv,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,288133,4
625, Teenear,Special Attention,rnb,1PEIkYXx6YTk29I0E91BBN,0.528,0.532,2,-8.387,1,0.0534,0.34,0.0,0.195,0.199,119.756,259228,4
626, Justina Valentine,Big Bag Energy,rnb,6azrBJvFSbrcWmZec6s1E8,0.88,0.535,5,-6.648,0,0.0893,0.165,0.000372,0.112,0.28,140.101,152771,4
627, Sally Sossa,100 Flows,rnb,7pXg4n5cOsZvMPsEtemNgz,0.804,0.679,2,-5.91,1,0.374,0.000201,1.14e-06,0.105,0.4,157.737,162532,3
628, Ty Bri Mulatto,Wake Up (feat. Mulatto),rnb,4CxfwAJUKqvYopbOyRAJse,0.887,0.662,8,-4.632,1,0.124,0.05,0.0,0.293,0.725,139.973,225371,4
629, 8ubbles,Music Is My Wife,rnb,6hAlfQY9dFEafoJF2PIwi1,0.738,0.893,10,-4.389,0,0.0674,0.000128,0.329,0.394,0.526,126.003,147170,4
630, Sammy Pennell,Novocaine,rnb,591yjOEur8Zv1bbwUmlEa4,0.717,0.428,7,-6.76,1,0.0301,0.212,0.0,0.103,0.157,119.941,202000,4
631, Tizzy Stackz,Backend,rnb,1EhrWjdnVvDAWfd0DI0RIs,0.669,0.58,2,-8.855,0,0.174,0.142,0.0,0.125,0.409,159.931,180558,4
632, Leyla Blue,F*** Yourself,rnb,2aq3H1aJFxmkL58Uas2DH4,0.53,0.34,3,-8.218,0,0.378,0.332,0.0,0.109,0.439,95.653,194565,4
633, RealDeal Berns,The Bottom,rnb,3bFS2YmD20P84u1IKYb4lo,0.826,0.751,1,-5.26,1,0.254,0.0587,0.0,0.0813,0.647,148.998,185000,4
634, Anoyd Chris Webby,Orangutan,rnb,0pVG1wPiBL4CpcO6TCwxe0,0.73,0.5,1,-8.792,1,0.401,0.112,0.0,0.153,0.525,174.032,157973,4
635, Avenza,Radiate,rnb,34AMHq4j8ObJSdgZ5XrHFT,0.657,0.89,8,-6.1,0,0.105,0.0125,0.00979,0.0959,0.413,115.099,188609,4
636, Hippy Creed,BODY LIKE THAT,rnb,7AQQhO6MUOXtVoxtz4FPD4,0.654,0.767,10,-7.346,0,0.274,0.0376,0.0,0.276,0.792,145.073,225437,4
637, Cyrus Dobre,Bye Bye,rnb,7plDC66xVj6V18KrQETZiJ,0.732,0.648,7,-7.615,0,0.0425,0.16,0.0,0.0723,0.282,139.938,140507,4
638, Eli McCoy,Ambitions,rnb,7kZdlGPS3Di29vnFBblOsV,0.704,0.719,6,-4.771,1,0.0769,0.107,0.0,0.103,0.311,134.88,227091,4
639, Riff Raff T-Pain DJ Paul La Chat,Say What You Want,rnb,0bp7lDGHUEIzSHgN0uT54w,0.722,0.681,0,-5.484,1,0.0763,0.0192,0.0,0.124,0.455,145.91,212249,4
640, BRIDGE,Across the Universe,rnb,3bR8tmwSkFGobaE5qajDNP,0.569,0.718,10,-7.71,0,0.0388,0.00854,3.15e-05,0.2,0.436,168.023,225714,4
641, Danny Towers,What To Do,rnb,74rJLviZN7Nza6xmvOAOJR,0.834,0.83,5,-7.034,0,0.0855,0.34,0.803,0.389,0.76,118.989,98319,4
642, Shaggy Rayvon,Angel,rnb,7xHsIaGEmiZunovi6oFtQz,0.802,0.77,6,-2.998,1,0.0925,0.143,0.0,0.0424,0.778,85.286,235133,4
643, June3rd,Wait 4 It,rnb,34nzen9vQclFJN8ypTfWk4,0.644,0.684,10,-4.867,1,0.101,0.426,0.0,0.199,0.487,75.554,171656,4
644, Thatshymn,DIDIDIT,rnb,245as6XW1k9udwOEPjGDs9,0.754,0.828,7,-6.088,0,0.0595,0.0435,0.0,0.122,0.469,144.044,156000,4
645, BRIDGE,Around,rnb,5g7PPvRTn6OVSb6iMKXoN7,0.621,0.285,9,-16.423,0,0.0329,0.623,0.88,0.0863,0.0383,109.943,227125,4
646, MC Virgins Zenloaded,Zenloaded,rnb,3I3qzcjTpRbLTKxqSV2dBL,0.932,0.385,1,-15.749,0,0.125,0.143,1.23e-05,0.129,0.928,107.996,187000,4
647, Drake,Marvins Room,rnb,047fCsbO4NdmwCBn8pcUXl,0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,5
648, Justina Valentine Chris Webby,MYOB,rnb,2ly1S8RJnGesIuUW5Z4aYv,0.849,0.667,11,-4.662,1,0.186,0.264,0.0,0.0461,0.591,100.044,240635,4
649, YSB Tril,Workin,rnb,2No8W4sLebINx3pdRUeMnl,0.836,0.611,4,-6.737,1,0.247,0.00406,0.0,0.101,0.787,160.0,145125,4
650, LØLØ,Hate U,rnb,5C22UtZnT54ecHYVozn0EZ,0.527,0.473,9,-3.88,1,0.0425,0.061,0.0,0.111,0.72,104.963,166745,3
651, Richie Wess,Tekkey,rnb,6dscxdRKUZcD7wE9Ypixlr,0.759,0.542,2,-6.717,1,0.0906,0.207,0.0,0.106,0.263,146.049,139123,4
652, RealDeal Berns,Borat,rnb,1CYrPilwKEq3THa9OZ05ri,0.902,0.524,9,-5.224,1,0.306,0.0262,0.0,0.117,0.292,144.034,162000,4
653, Kendra Erika,So Fly,rnb,2TKAtr9jXudupwA21eGpiH,0.636,0.85,6,-2.797,0,0.181,0.00961,0.000301,0.193,0.39,191.848,188925,4
654, JUICYPEAR,Caught Up,rnb,0X6aX0bLYrv1agNPCHoxrN,0.652,0.548,7,-8.046,0,0.0539,0.175,2.54e-05,0.107,0.544,92.95,190323,4
655, Fat Tony,Gambling Man,rnb,3ORUdhwm3j4wyNtQV8H9yl,0.862,0.552,0,-3.951,1,0.0316,0.074,0.184,0.122,0.599,110.019,298160,4
656, Jeremih,Love Don't Change,rnb,1BNxrcb59Ie5Wmv5MG0sOR,0.539,0.424,11,-9.361,1,0.0406,0.317,0.0,0.108,0.17,118.071,256867,4
657, Curly Savv,Blue Chips,rnb,0NfFNOOFQKxO6B1yDHHTxt,0.797,0.708,11,-4.041,0,0.361,0.222,0.0,0.387,0.59,145.02,174672,4
658, Miles Wesley,Neighborhood,rnb,6kaQtI5Gkwg89tE5MgN13K,0.678,0.766,10,-6.171,1,0.0553,0.0142,0.0,0.0686,0.734,87.583,155844,4
659, Chef Pida,Soulja Boy,rnb,5OaaUF0dK8nUrtAjaHhsDT,0.578,0.56,8,-9.776,1,0.406,0.00627,0.0,0.108,0.272,139.978,155000,4
660, Millyz,Himalayas,rnb,22F6sZECXbmZgu4TgzLbRC,0.467,0.735,1,-5.454,1,0.403,0.0841,0.0,0.0872,0.38,174.831,142460,4
661, Drake,Best I Ever Had,rnb,6cmV9y1PdQHjHiVtziGaon,0.457,0.855,1,-4.877,1,0.382,0.204,0.0,0.28,0.59,162.164,257091,4
662, Jae Mansa its dev SL,I'll Be Fine,rnb,2hvVNquBOvbXN0OLsrRluB,0.91,0.64,6,-6.945,0,0.131,0.227,0.0,0.115,0.477,129.971,222000,4
663, CRASH RARRI,Lost My Mind,rnb,1tAJeXVHrIZDkZu3oOnIQ4,0.813,0.742,1,-5.781,1,0.264,0.021,0.0,0.0705,0.817,160.009,156288,4
664, Justina Valentine,Only Fans,rnb,6hTYtIq7m9KVhrkIfEkDNc,0.79,0.798,7,-2.6,0,0.133,0.297,0.0,0.266,0.463,100.039,348233,4
665, 3asy,I Know,rnb,4TeoTe3H7Kf3mVgeGtucEc,0.778,0.551,5,-8.965,0,0.132,0.495,1.39e-05,0.321,0.554,92.379,93466,4
666, Ne-Yo,One In A Million,rnb,1mr3SqpaUKSaV2gOyt6hgC,0.761,0.797,11,-5.942,1,0.0381,0.115,2.13e-06,0.329,0.635,100.023,243227,4
667, BRIDGE,Night Drive / Sunset Tower 003,rnb,0BMEDTgX6vogheHfCDEzjK,0.38,0.0432,0,-29.249,1,0.0507,0.898,0.0143,0.0906,0.11,132.966,150000,3
668, Weisser Quiff,Smoke & Ash,rnb,7jUBj3nZfs0dRqr68b4yxy,0.694,0.602,10,-7.358,0,0.0276,0.472,0.0982,0.109,0.329,104.997,164008,4
669, Y BALLOON,Gone in the Wild,rnb,1bzONCUXuU4tWq8Q9e10xe,0.52,0.714,5,-4.204,1,0.0353,0.319,0.000791,0.123,0.276,127.999,230533,4
670, Kevin Powers,Walked In,rnb,5x91aEP6CvJfeqeV5SOIe3,0.668,0.516,1,-6.707,0,0.168,0.024,0.0,0.148,0.681,162.018,96296,4
671, Jordan Joseph,Looking for Alaska,rnb,406SWEj7dTDM0JpOTob4KX,0.739,0.857,0,-5.673,1,0.377,0.209,0.0,0.118,0.353,120.075,188030,4
672, Usher,Nice & Slow,rnb,5L0KDoZklMgs9GPoonneEl,0.819,0.299,5,-11.964,0,0.122,0.153,0.0,0.3,0.515,121.913,227907,4
673, Elko,deserve,rnb,0ykDfdh8ETGJooLIY52WQz,0.584,0.619,7,-6.41,0,0.0283,0.0234,0.0,0.0647,0.379,92.003,153261,4
674, T-Pain Yung Joc,Buy U a Drank (Shawty Snappin'),rnb,2aIdVb8v9KTpEZnftkz2mD,0.451,0.55,1,-8.137,1,0.262,0.0108,0.0,0.0737,0.594,80.001,227960,4
675, eli.,i've tried,rnb,52LDI4Ph2HErAqFLecf9Dk,0.487,0.549,11,-7.456,1,0.0355,0.0804,0.0,0.388,0.157,150.04,136800,5
676, Kelly Rowland Lil Wayne,Motivation,rnb,4Cv5dkUBqepa0siwGREihD,0.735,0.679,9,-5.588,0,0.0431,0.18,0.000198,0.0766,0.264,140.858,231173,4
677, Ne-Yo,Because Of You,rnb,6CFPFnS9EcLs2I0nWqtWci,0.81,0.538,0,-5.784,0,0.0356,0.528,0.0,0.0951,0.828,109.97,266840,4
678, Omarion,Ice Box,rnb,1Bv0Yl01xBDZD4OQP93fyl,0.775,0.731,8,-5.446,1,0.134,0.189,0.0,0.129,0.821,131.105,256427,4
679, Aaron Taos Pink Skies Khary,Is It Anything? - Pink Skies Remix,rnb,64rTnT1cyj6Je1BaZ8SrbF,0.486,0.653,4,-8.962,1,0.0498,0.0294,0.0,0.396,0.5,80.025,214249,4
680, Chris Brown,Should've Kissed You,rnb,2SrH9TXE1Rt4FPepEZDDYS,0.658,0.642,2,-7.515,1,0.0493,0.222,0.0,0.357,0.556,93.011,264680,4
681, Akon Colby O'Donis Kardinal Offishall,Beautiful,rnb,4rqR0yM2k41leqyErhNzTs,0.742,0.948,0,-4.445,0,0.0894,0.123,0.0,0.112,0.615,130.022,312987,4
682, Conor Ross,Elevate,rnb,5B3UK9FclS6qTVcrYk9lRP,0.653,0.897,1,-3.519,1,0.0319,0.000219,0.0136,0.112,0.043,128.026,197674,4
683, YNG Martyr YNG ONE,Nightstand,rnb,3Oug88Ku2EmAgTrc9fdsKB,0.722,0.583,9,-4.348,1,0.0816,0.0162,2.28e-06,0.104,0.154,81.953,117073,4
684, Beyoncé,If I Were a Boy,rnb,1oQZk2bKBLgP1cbuFKvjkq,0.63,0.504,6,-6.152,1,0.0334,0.0953,0.0,0.308,0.487,89.946,249867,4
685, Iyaz,Solo,rnb,1TEXhp3NMV9U3xvWFZy5Xq,0.736,0.718,11,-3.605,1,0.0299,0.206,0.0,0.186,0.682,130.057,194080,4
686, Mario,I Choose You,rnb,1KKpOFUTS8B9pD5x3PevoX,0.673,0.628,9,-5.192,1,0.0683,0.0819,0.0,0.0812,0.708,90.107,263013,4
687, Chris Brown Justin Bieber,Next To You (feat. Justin Bieber),rnb,7DVvm94B6KDKtI6wzG4Vvm,0.67,0.676,8,-4.725,1,0.037,0.0201,0.0,0.11,0.349,114.974,265813,4
688, Alicia Keys,No One,rnb,0JEqGkvUiMTQmFY6sgL9kg,0.649,0.552,1,-5.419,0,0.0292,0.03,6.47e-06,0.111,0.158,89.969,253813,4
689, Jeremih,Birthday Sex,rnb,4Q3TpOXEJZY04PwDDqrAeb,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.15,0.446,60.019,226507,4
690, Sean Kingston,Beautiful Girls - Radio Disney Version,rnb,0x4KuMldlnPMniT86Cmyep,0.772,0.648,9,-6.222,1,0.0612,0.161,0.0,0.269,0.741,129.966,225560,4
691, eli.,i gave you everything i had,rnb,34RgkpI4cM5EtTjf5LjaJ7,0.661,0.408,7,-7.179,1,0.0626,0.664,0.0,0.108,0.141,75.01,123200,4
692, Chris Brown,Yo (Excuse Me Miss),rnb,422FEEyw1mRBcDA3wCXlhn,0.605,0.645,4,-5.913,1,0.243,0.126,0.0,0.219,0.613,87.429,229040,4
693, Soulja Boy Sammie,Kiss Me Thru The Phone,rnb,0LVghzBGRulc2TX9HFLYBl,0.757,0.719,7,-3.797,1,0.108,0.0192,0.0,0.084,0.814,150.011,193387,4
697, R. Kelly,Ignition - Remix,rnb,2jDxgVEoBgTRyw52qbCMdI,0.757,0.559,1,-5.995,1,0.0488,0.0816,0.0,0.33,0.852,133.028,186547,4
698, Thomas Reid,"Falling Asleep in Your Arms, Dreading the Sunrise",rnb,7m18m0pH4WEFqOeUKrxZkw,0.809,0.333,9,-10.743,1,0.0687,0.434,0.024,0.378,0.213,127.003,154959,4
699, Chris Brown,With You,rnb,7ByfFjT83MNmisdzhZ50Fv,0.662,0.693,3,-4.298,1,0.0698,0.134,0.0,0.145,0.655,86.009,252120,4
700, Jordin Sparks Chris Brown,No Air,rnb,519tXYJVcrpEMqV2BMbh6E,0.466,0.759,8,-4.978,0,0.199,0.0521,0.0,0.0587,0.328,160.033,264373,4
701, Drake,Signs,rnb,6Na5uKk5SsqZimk0hAWo8y,0.794,0.735,0,-4.204,1,0.054,0.108,0.00578,0.112,0.223,107.374,234373,4
702, Drake,Teenage Fever,rnb,6n3HGiq4v35D6eFOSwqYuo,0.766,0.283,8,-10.33,0,0.0846,0.111,0.0172,0.115,0.144,97.04,219692,4
703, Drake,Jaded,rnb,4c2xt1trwYZpMqPWY35Xi9,0.764,0.271,0,-5.697,1,0.0414,0.037,0.0,0.175,0.0371,116.019,262453,4
704, Chris Brown,Privacy,rnb,2Vf2Pflg5rTWSvSCK4qq4A,0.741,0.58,0,-7.741,1,0.378,0.153,0.0,0.109,0.428,97.092,220964,4
705, Chris Brown Drake,No Guidance (feat. Drake),rnb,7FEwp8BavoEVE3AnxJDchc,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
706, Chris Brown,Undecided,rnb,7uiBocndm12aKbsdnQ3Scx,0.441,0.527,3,-5.318,1,0.0966,0.172,0.0,0.233,0.589,96.37,187298,4
707, Drake,Passionfruit,rnb,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.256,0.085,0.109,0.364,111.98,298941,4
708, Khalid,Location,rnb,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
709, Chris Brown,Privacy,rnb,5kyd6oKvKmj6mWCaAaHoN4,0.741,0.58,0,-7.741,1,0.378,0.153,0.0,0.109,0.428,97.092,220964,4
710, Drake,Finesse,rnb,2WP8G2pdddDmnh1xbfKBOI,0.807,0.319,0,-8.152,0,0.0581,0.133,0.000338,0.101,0.299,94.992,182080,4
711, Rihanna,Needed Me,rnb,1Tt4sE4pXi57mTD1GCzsqm,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,191600,4
712, Drake,Controlla,rnb,3O8NlPh2LByMU9lSRSHedm,0.59,0.468,10,-11.083,0,0.185,0.0789,0.0,0.101,0.349,92.287,245227,4
713, Bryson Tiller,Don't,rnb,3pXF1nA74528Edde4of9CC,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991,198293,4
714, Ella Mai,Boo'd Up,rnb,4squZv12LD9M8ooJfoVgZS,0.397,0.843,10,-3.726,0,0.0987,0.158,0.0,0.0844,0.22,81.201,239341,4
715, Tory Lanez,Say It,rnb,610BVUQMZpmt3eROWX9ZC1,0.558,0.521,11,-10.125,0,0.0551,0.0874,2.99e-06,0.21,0.287,107.299,236893,4
716, Summer Walker Drake,Girls Need Love (with Drake) - Remix,rnb,0mfCH4nfpshBQR9ueZP5eP,0.656,0.432,6,-9.481,0,0.217,0.443,0.0,0.132,0.0897,97.022,222374,4
717, Ella Mai,Shot Clock,rnb,2GlATHCDbLW7xq5BE0Bz5g,0.512,0.512,4,-6.008,0,0.285,0.654,0.0,0.148,0.434,95.11,201609,1
718, Trey Songz Chris Brown,Chi Chi (feat. Chris Brown),rnb,0UvBmQOhu4DVXJtdzGc5eV,0.744,0.549,9,-6.041,0,0.0387,0.548,0.0,0.137,0.277,110.004,139567,4
719, Drake WizKid Kyla,One Dance,rnb,12VWzyPDBCc8fqeWCAfNwR,0.792,0.625,1,-5.609,1,0.0536,0.00776,0.00188,0.329,0.37,103.967,173987,4
720, Chris Brown Usher Rick Ross,New Flame,rnb,3nw9J97nUugT84SIJdjhAV,0.709,0.638,1,-4.3,1,0.0405,0.0649,0.0,0.0969,0.468,141.994,244133,4
721, Ella Mai,Trip,rnb,7noud145AHZGg74vpWOsCa,0.717,0.605,11,-5.68,0,0.075,0.214,0.0,0.138,0.387,81.047,217118,4
722, Jeremih YG,Don't Tell 'Em,rnb,1eN27pPLzE59zuFbY8SsiT,0.859,0.538,2,-5.207,1,0.0699,0.527,1.14e-06,0.137,0.333,98.031,268453,4
723, Summer Walker Bryson Tiller,Playing Games (with Bryson Tiller) - Extended Version,rnb,2xyx0o4xNOLLjBSbOOdcbA,0.726,0.408,11,-6.606,0,0.0614,0.603,0.0,0.225,0.459,115.918,143227,4
724, Summer Walker Usher,Come Thru (with Usher),rnb,3TTMUI5dFcbeNSDTTDY9M8,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001,181013,4
725, Chris Brown Drake,No Guidance (feat. Drake),rnb,6XHVuErjQ4XNm6nDPVCxVX,0.698,0.454,1,-6.756,0,0.151,0.123,0.0,0.155,0.137,92.932,260640,4
726, Chris Brown Gunna,Heat (feat. Gunna),rnb,1GIYmwtBbPSHrqcSaukZck,0.62,0.613,0,-5.83,1,0.0795,0.0607,0.0,0.117,0.483,82.43,232733,4
727, Jacquees,You,rnb,01jIO8SJFnpSiNLH1JaBZ5,0.735,0.453,8,-8.264,0,0.0602,0.413,0.0,0.104,0.335,115.002,217387,4
731, Kid Ink Chris Brown,Show Me,rnb,2q6j0nlwgKlYy7xgrria4S,0.711,0.508,7,-7.299,1,0.0494,0.0354,0.0,0.141,0.665,98.098,217800,4
732, DaniLeigh Chris Brown,Easy - Remix,rnb,4CMrdHWqic0usIZfTrKoI3,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587,4
733, Drake,Fake Love,rnb,343YBumqHu19cGoGARUTsd,0.928,0.481,9,-9.35,0,0.287,0.105,0.0,0.176,0.613,134.007,210937,4
734, Casanova Chris Brown,Coming Home,rnb,0hcZrbeI6MqeeEiKeHS3BF,0.481,0.791,1,-4.817,0,0.44,0.0712,0.0,0.111,0.752,86.036,232507,4
735, Drake,Keep The Family Close,rnb,7sBwAWyXfiIgrYQ8BaJESH,0.378,0.566,9,-7.685,0,0.0482,0.149,0.0,0.382,0.196,87.691,328907,3
736, Drake,Fire & Desire,rnb,4BhGTc3Cgay2U1QcTS7vQe,0.722,0.252,1,-14.411,0,0.0761,0.0671,0.0,0.0852,0.275,79.923,238120,4
